cropid,cropname,primary(1)_secondary(2)_feed(3),Edible_(1 yes)_(0isno)_(2isnonnutritinoal),ProductionL,TradeL,FBS ID,FBS name,group,kcal/ton,Protein(g/ton),Fat(g/ton),Group,Groupnum,element
572,Avocados,1,1,1,1,9999,Avocados,Fruit,1190000,15000,113000,NA,NA,Production
