cropid,cropname,primary(1)_secondary(2)_feed(3),Edible_(1 yes)_(0isno)_(2isnonnutritinoal),ProductionL,TradeL,FBS ID,FBS name,group,kcal/ton,Protein(g/ton),Fat(g/ton),Group,Groupnum,element
44,Barley,1,1,1,1,NA,Barley,Cereals,3320000,120000,18000,1 - CEREALS AND CEREAL PRODUCTS,1,Production
