"","AFG","ALB","DZA","ASM","AND","AGO","AIA","ANT","ATG","ARG","ARM","ARB","AUS","AUT","AZE","BHS","BHR","BGD","BRB","BLR","BEL","BLZ","BEN","BMU","BTN","BOL","BIH","BWA","BVT","BRA","IOT","VGB","BRN","BGR","BFA","BDI","KHM","CMR","CAN","CTE","CPV","CYM","CAF","TCD","NULL","CHL","CHN","CXR","CCK","COL","COM","COG","COK","CRI","CIV","HRV","CUB","CYP","CZE","CSK","PRK","COD","DNK","DJI","DMA","DOM","ECU","EGY","SLV","GNQ","ERI","EST","ETH","FLK","FRO","FJI","FIN","FRA","GUF","PYF","ATF","GAB","GMB","GEO","DEU","DDR","GHA","GIB","GRC","GRL","GRD","GLP","GUM","GTM","GIN","GNB","GUY","HTI","VAT","HND","HUN","ISL","IND","IDN","IRN","IRQ","IRL","IMN","ISR","ITA","JAM","JPN","JTN","JOR","KAZ","KEN","KIR","KWT","KGZ","LAO","LVA","LBN","LSO","LBR","LBY","LIE","LTU","LUX","MDG","MWI","MYS","MDV","MLI","MLT","MHL","MTQ","MRT","MUS","MYT","MEX","FSM","MID","MCO","MNG","MNE","MSR","MAR","MOZ","MMR","NAM","NRU","NPL","NLD","NCL","NZL","NIC","NER","NGA","NIU","NFK","MNP","NOR","PSE","OMN","PCI","PAK","PLW","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","PRI","QAT","KOR","MDA","REU","ROU","RUS","RWA","SHN","KNA","LCA","SPM","VCT","WSM","SMR","STP","SAU","SEN","SRB","SCG","SYC","SLE","SGP","SVK","SVN","SLB","SOM","ZAF","ESP","LKA","SDN","SUR","SJM","SWZ","SWE","CHE","SYR","TJK","THA","MKD","TMP","TGO","TKL","TON","TTO","TUN","TUR","TKM","TCA","TUV","UGA","UKR","ARE","GBR","TZA","USA","VIR","URY","UMI","SUN","UZB","VUT","VEN","VNM","WAK","WLF","ESH","YEM","YMD","YUG","ZMB","ZWE","SSD","EUU","KSV","HKG","MAC","SXM","MAF","GGY","HMD","JEY","BLM","SGS"
"SEN",0,0,761384.545247856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31216.7663551621,0,0,0,0,45683.0727148714,0,19034.6136311964,0,76138.4545247856,0,0,0,0,0,0,0,152276.909049571,941.849899590882,0,0,0,0,0,0,0,0,0,0,0,0,0,8375.22999772642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323588.431730339,0,0,0,2354.6247489772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3806.92272623928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45683.0727148714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SGP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVK",0,0,26293398.8847822,0,0,0,0,0,0,0,0,0,0,22423857.553567,0,0,0,0,0,192407.704329822,504161.123045522,0,0,0,0,0,2794439.23609966,0,0,0,0,0,0,1089236.68118268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1053527.4105769,0,492095.36222512,17325447.8487447,0,0,0,13096.7781449583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,736615.135696238,0,0,0,0,0,0,9583036.84524914,0,0,0,6439658.75713198,0,0,0,0,0,0,0,0,0,0,0,14291289.6009849,0,0,0,0,0,87975.8911244909,0,0,5779882.81950919,0,0,0,31207390.3861531,0,0,14263.8177816377,0,0,0,1296.71070742161,0,0,0,0,0,290247.080011204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60926152.7440701,0,45570.2457623262,0,0,0,5418213.8922913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30380.1638415508,0,0,0,0,0,21726472.4095436,4538.48747597564,0,0,0,0,0,2628742.86046067,5835.19818339725,0,0,0,0,0,0,0,0,0,1834835.31201366,0,0,549905.309472447,0,0,0,0,1188775.0282643,0,0,0,1164312.57840979,0,0,0,0,0,6935.84594644551,1081241.56678422,0,0,0,261230.952925666,0,0,0,0,0,0,2750323.41044124,0,0,0,0,182804.810997536,9957731.61914832,192334.331385439,0,648.355353710805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVN",0,854898.434777962,0,0,0,0,0,0,0,0,0,0,0,248218.726137608,0,0,0,0,0,0,14612.423848371,0,0,0,0,0,340084.624473769,0,0,0,0,0,0,21452.2818199489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809705.161646113,0,0,3575.38030332481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738285.376835885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36130.7313049677,0,0,0,0,0,0,0,0,2797091.81641774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86327.2983382484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13057.9106730124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49058.0568451234,0,0,0,10449.3507799165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430.15212132993,0,0,0,0,0,0,0,0,0,0,0,0,0,7150.76060664963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SOM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZAF",0,352741.942076755,721814.529620027,0,0,90936639.0698172,0,0,4145.55138948397,712016.142340117,97983.8727990987,0,58184.6213522866,345.462615790331,0,3266.12909330329,309629.038045152,0,0,0,132780.72564735,0,245399.462347423,0,0,0,0,0,0,70766.1303549046,0,0,0,0,996169.373457504,0,0,26518355.3343481,1959.67745598197,0,15600665.6141632,0,983104.85708429,0,344650.036940029,0,0,0,0,749409.266193421,59512.642021278,301395.107199836,0,0,1652441.5694398,0,0,328572.586786311,0,0,0,14787014.3836259,0,0,0,0,0,439620.975958623,0,0,93629.0340080277,71854.8400526724,45072.5814875854,0,0,0,0,443605.193138638,0,0,0,156988.057157057,6532.25818660658,0,209032.261971411,0,107365357.653757,0,883161.30682921,0,0,0,0,0,0,0,0,0,0,0,234072.585020069,0,70766.1303549046,54313549.4022382,59001075.3716312,0,2612.90327464263,0,0,17963.7100131681,0,480267428.48984,0,602600.817714457,0,195098631.909474,0,142602.692360731,0,0,71854.8400526724,143709.680105345,0,11225685.6936834,171471.777398423,0,0,0,6638733.99504827,143193659.699706,68996.1082815095,0,2507080.69201961,0,0,0,439294.363049293,843655.251692066,0,0,0,0,0,0,0,0,2948799.53048053,233468899.110155,0,0,0,0,855126.091918033,3266.12909330329,12411.2905545525,0,2683125.05014865,58021.7076074847,0,0,0,0,0,232507.608080519,0,329879.038423632,0,0,0,0,633629.044100838,1148274.83686655,0,0,605050.414534434,0,0,609133.075901064,0,0,0,765907.272379622,0,0,0,0,0,97983.8727990987,0,0,979838.727990987,214446.565585296,208781.04788792,0,1404435.51012041,5467688.59925431,81653.2273325823,379524.200641842,0,0,0,0,0,298524.199127921,35927.4200263362,816.532273325822,0,0,0,3136572.63926893,107498.031158808,0,0,5419814.61742748,0,0,110640.209537631,0,0,0,789314.530881628,12518256.2823582,0,0,0,454608.014053978,0,1930935.5199609,1974466.68124947,28546016.3426413,344985.972605868,0,10451.6130985705,0,0,0,0,684254.045047039,0,0,0,0,574838.720421379,0,0,327826911.663263,1597844457.78684,0,0,0,35274.1942076755,359274.200263362,0,0,0,0,0,0,0
"ESP",0,27179.2001684239,177970961.492846,0,0,239.250101966017,0,0,0,85230.7267078088,0,0,0,76815.2327378891,0,0,0,0,0,3828.00163145627,22194490.4647835,0,715.242109695365,0,0,0,35855.615281307,0,0,0,0,0,0,858.290531634438,0,0,0,0,0,0,156190.28549102,0,0,0,0,0,0,0,0,0,0,0,0,0,16588.0070696438,114776.248916497,0,3147.06528265961,687119.01916684,0,0,7018.00299100316,1867191.41415415,0,0,0,0,7338650.40333783,0,5359.20228403878,5687815.30232768,17085.9268225482,0,0,0,0,189493.738467882,162315735.705911,0,0,0,0,8582.90531634438,0,50634126.1632033,0,0,0,5093124.3900926,0,0,0,0,0,0,0,0,0,0,0,200427.144455422,45298.0193055658,0,0,0,0,7557731.02641749,0,62083.0151215577,210163234.748286,0,123498.470940733,0,1430.48421939073,36636.4914803716,0,0,50544.7891719941,0,0,21373.0091089642,4863.64634592848,0,319.000135954689,1624624.8610907,0,15767.6225822129,159.500067977344,0,0,0,0,0,0,0,0,976475.751434179,0,0,0,0,0,0,0,0,0,10132155.8086553,0,0,0,0,0,19619713.0406288,1430.48421939073,0,0,0,5210523.23276396,0,0,0,3396741.18267729,0,0,0,0,0,0,0,0,0,0,0,2247345.00291205,348805402.110294,0,0,0,0,0,1850876.11114072,20202.5364929437,0,0,0,0,0,0,0,0,0,858.290531634438,112966.791558154,0,8878.33371062219,0,2105.40089730095,0,11072.713743412,301136.128341226,0,0,127313.095525775,0,0,7152.42109695365,0,0,0,6831827.83798921,1132638.00072453,31327.7121561848,0,0,0,0,0,0,0,0,68054963.2842569,6099504.14499963,0,0,0,0,79.7500339886722,0,43975171.9430645,0,23746.0380418861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LKA",0,0,0,0,0,0,0,0,0,0,0,0,226.87841263603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.2874261723492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0299409378794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259.908353573909,0,33.0299409378794,0,0,0,0,0,3699.35338504249,0,0,0,33.0299409378794,0,0,0,0,0,0,0,0,0,3312.74871458506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3336.02403472582,0,0,0,0,0,0,0,0,0,0,82.5748523446985,0,0,0,0,0,0,0,0,0,0,0,0,2477.24557034096,82.5748523446985,0,0,0,0,0,0,0,0,0,0,0,0,0,495.449114068191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453.75682527206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SDN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509206.55977492,0,0,11265176.7219006,0,0,0,0,0,0,0,0,0,0,0,0,350079.509845257,0,0,0,0,0,0,0,0,0,0,43282.5575808682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101841.311954984,0,0,0,0,2540940.73327685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50920.655977492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36917475.5836817,0,0,0,0,187133.410717283,0,0,0,11711750.8748232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611047.871729904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118557.07630557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5502486.08492778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2735966.84567065,1266396.71416023,0,0,0,0,0,0,0,0,0,0,0,0,0,5723481.7318701,0,0,0,0,0,0,0,3428657.50248446,0,0,0,0,0,0,0,0
"SUR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SJM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWE",0,0,6774056.6730143,0,0,0,0,0,0,0,12833407.2472646,0,0,203.817449644189,0,0,0,2153361.99656985,0,0,627731.282512265,0,0,0,0,0,134.833858499103,0,0,4316267.83497969,0,0,0,0,0,0,0,3023110.15908685,336.134555562123,0,0,0,0,0,0,970588.529185631,0,0,0,3572550.1013661,0,0,0,0,0,0,0,1814426.31971138,126092.475155241,0,0,1638655.95836535,28444537.9365037,0,0,0,0,4831934.23620552,0,0,3077101.77207401,415451.060989781,15455046.696552,0,63555.2319208434,0,5962664.36221753,353262.367848046,0,0,0,0,0,0,18505416.6742939,0,0,0,1825945.93104262,0,0,0,0,0,0,0,0,0,0,0,815826.577562237,72268.9294458565,0,0,8142509.46833039,0,1153781.86196699,0,0,13585886.4667099,0,84.0336388905308,0,0,70.0280324087757,0,0,0,140.056064817551,0,1115246.32329132,0,0,0,4894959.46537342,0,688489.80641794,0,0,0,0,0,0,702451.193092429,0,0,0,0,0,4831934.23620552,0,0,0,0,0,0,11205518.0988821,0,0,0,0,0,4312527.96429952,0,0,0,0,0,0,0,0,4483134.30110597,0,0,0,0,0,0,0,0,0,0,0,3777107.6341085,1585294.59766986,0,0,0,0,0,2325572.48440725,8510973.58245732,0,0,0,0,0,0,0,0,0,27068180.4650775,0,0,0,0,0,0,315126.14583949,0,0,0,0,33921925.1135466,0,0,0,0,0,0,386470.705257551,0,0,0,0,0,840336.388905308,0,0,0,17243387.5741911,632563.216748471,0,0,0,0,583124.621712363,6881619.73079418,4617775.79110316,650210.280915482,55476907.5545562,0,1102941.51043822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHE",0,0,0,0,0,0,0,0,0,355.212508248464,0,0,0,12758.5902498585,0,0,0,0,0,0,29948.7970693204,0,0,0,0,0,49988.9988221551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22953.2063557264,0,0,1110.03908827645,0,272.172407380155,0,4292.15114133561,0,0,0,0,0,0,0,0,0,0,0,0,0,2220.0781765529,40750.3309340437,0,0,0,0,0,0,61687.3486571192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2177.37925904124,0,0,0,0,0,0,0,0,6564.58541397854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2612.85511084949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22443.2301865522,0,0,0,0,0,0,0,0,444.01563531058,0,0,0,0,0,0,0,0,0,0,0,1887.06645006997,0,0,0,16996.3678957752,0,0,6169.24123395018,544.34481476031,0,0,0,0,0,0,0,0,0,0,0,0,3447.51716014863,0,0,0,888.03127062116,57156.2055498325,0,0,0,0,0,0,0,0,0,888.03127062116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TJK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
