"","AFG","ALB","DZA","ASM","AND","AGO","AIA","ANT","ATG","ARG","ARM","ARB","AUS","AUT","AZE","BHS","BHR","BGD","BRB","BLR","BEL","BLZ","BEN","BMU","BTN","BOL","BIH","BWA","BVT","BRA","IOT","VGB","BRN","BGR","BFA","BDI","KHM","CMR","CAN","CTE","CPV","CYM","CAF","TCD","NULL","CHL","CHN","CXR","CCK","COL","COM","COG","COK","CRI","CIV","HRV","CUB","CYP","CZE","CSK","PRK","COD","DNK","DJI","DMA","DOM","ECU","EGY","SLV","GNQ","ERI","EST","ETH","FLK","FRO","FJI","FIN","FRA","GUF","PYF","ATF","GAB","GMB","GEO","DEU","DDR","GHA","GIB","GRC","GRL","GRD","GLP","GUM","GTM","GIN","GNB","GUY","HTI","VAT","HND","HUN","ISL","IND","IDN","IRN","IRQ","IRL","IMN","ISR","ITA","JAM","JPN","JTN","JOR","KAZ","KEN","KIR","KWT","KGZ","LAO","LVA","LBN","LSO","LBR","LBY","LIE","LTU","LUX","MDG","MWI","MYS","MDV","MLI","MLT","MHL","MTQ","MRT","MUS","MYT","MEX","FSM","MID","MCO","MNG","MNE","MSR","MAR","MOZ","MMR","NAM","NRU","NPL","NLD","NCL","NZL","NIC","NER","NGA","NIU","NFK","MNP","NOR","PSE","OMN","PCI","PAK","PLW","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","PRI","QAT","KOR","MDA","REU","ROU","RUS","RWA","SHN","KNA","LCA","SPM","VCT","WSM","SMR","STP","SAU","SEN","SRB","SCG","SYC","SLE","SGP","SVK","SVN","SLB","SOM","ZAF","ESP","LKA","SDN","SUR","SJM","SWZ","SWE","CHE","SYR","TJK","THA","MKD","TMP","TGO","TKL","TON","TTO","TUN","TUR","TKM","TCA","TUV","UGA","UKR","ARE","GBR","TZA","USA","VIR","URY","UMI","SUN","UZB","VUT","VEN","VNM","WAK","WLF","ESH","YEM","YMD","YUG","ZMB","ZWE","SSD","EUU","KSV","HKG","MAC","SXM","MAF","GGY","HMD","JEY","BLM","SGS"
"DJI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DMA",0,0,0,0,0,0,0,0,7945.94433392498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4422.29640013087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1442.567274909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496.621520870311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ECU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045.42907145943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61190748.5783631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23024.0139306509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145312.030672002,0,18944.7116076289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20385.8668934589,0,0,0,0,0,0,0,0,0,0,1578.72596730241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61094.0597361847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418.171628583772,0,1252799.70345427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EGY",3585.99718027146,150010.121277141,6885.71048485236,0,0,30603.157710455,0,0,0,0,0,0,0,18272.2976681704,0,0,5574.14658297572,0,0,3176352.74403097,282193.908077053,0,0,0,0,0,58473.8906253336,0,0,0,0,0,0,70940.3511549408,0,0,0,0,4482.49647533932,0,0,0,0,0,52434.298333794,0,0,0,0,0,0,30603.157710455,0,0,0,199357.713085249,0,11967.1929674977,0,0,0,103832.142231901,0,0,0,0,0,0,0,0,120226.691005359,0,0,0,0,0,14343.9887210858,76398.5972843143,0,0,0,0,0,0,31495458.462174,0,0,0,34358493.0525032,0,0,0,0,0,23906.6478684764,0,0,0,0,0,182161.653038422,0,111482.931659514,59020.3755844488,0,349544.324663982,13662.1239778817,0,29990.2466043009,33292556.8034573,0,31696.1276286855,0,309598.706927962,0,8197.274386729,0,2286395.60701427,0,0,0,25043454.5079995,0,0,253401.012052528,0,0,204931.859668225,0,0,2732.42479557633,0,0,0,0,0,0,49097.7924996285,0,0,0,0,0,0,0,0,1858.04886099191,184568.730134955,0,0,0,0,4446921.79747391,0,0,0,0,0,0,0,0,0,93979.0703641202,1224416.55613448,0,191053.960882241,0,0,0,0,0,0,0,58057.4973903138,119294.172863697,0,93830.1494600101,0,0,0,2735805.07464167,9955316.50020282,0,0,0,0,0,0,0,0,0,638831.463003037,0,0,0,13662.1239778817,0,6831.06198894084,0,18853.7310894767,0,0,0,112834.778441767,0,715206.041658612,0,0,0,70759.0693756318,34396.8997069689,109247.117169626,0,0,0,0,0,0,0,0,1669394.98753384,85162.1670154959,0,0,0,0,243049.185566515,1587335.39668125,10456738.0549252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45289.5923595664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22118.1730128115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118898.291113453,0,0,0,0,0,136500.724879065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19252.6191830482,0,0,0,0,0,0,0,0,0,0,0,0,1289.46502492158,0,0,723790.880685908,0,0,0,0,0,0,0,0,0,0,0,42129.8533577362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8775.96832116881,0,0,0,0,0,0,157986.950091511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GNQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EST",0,0,0,0,0,0,0,0,297.128863650499,0,0,0,0,0,0,198.085909100333,0,0,0,657551.658668273,0,231.100227283721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264.11454546711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2086.50490919017,0,0,0,0,862491.48121677,0,0,0,0,0,0,0,0,0,0,0,0,0,792260.430010639,33.0143181833888,0,0,0,0,0,99.0429545501663,885673.707266292,0,0,0,26.411454546711,0,0,0,0,0,0,0,0,0,0,0,0,66.0286363667775,0,0,0,0,0,0,0,292311.210266711,0,0,0,0,0,0,0,0,0,0,1368935.19174515,0,0,1650.71590916944,0,0,1005362.00436199,0,0,0,0,0,0,1795.97890917635,231.100227283721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2585994.59704355,0,0,0,0,264.11454546711,0,0,0,534584.360795944,0,0,0,0,0,495.214772750831,0,0,0,0,0,0,0,0,0,0,0,0,44.019090911185,498249.525294819,0,0,0,0,0,396.171818200665,0,0,0,0,0,0,0,0,0,66.0286363667775,0,0,0,0,0,13043280.90316,0,0,0,0,0,193516.851489419,0,0,0,0,0,0,0,0,0,0,0,44.019090911185,0,0,0,0,631161.438847697,0,264.11454546711,0,43510.5937037157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ETH",0,3994.18043350846,0,0,0,0,0,0,0,0,0,0,1583.18431252196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3166.36862504392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30415068.7232502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791.59215626098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7574.45496278465,1515.23595306802,0,0,0,0,0,937951.920250191,1266.54745001757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3517835.5424238,0,7915921.5626098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316636.862504392,0,0,0,0,0,0,0,0,0,0,0,0,16623.4352814806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174104.902388285,0,0,0,0,0,0,0,0,0,0,0,0,0,4475096.40102903,0,0,0,0,11873.8823439147,0,0,0,0,0,0,0,0,0,0,26914.1333128733,0,0,0,0,0,163334.961577625,3957.9607813049,4407585.12606114,41825.0415723426,0,0,0,0,0,0,0,0,0,0,0,1545649.40449275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FJI",0,0,0,0,0,0,0,0,0,0,0,0,6002.37086120091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5791.66765102792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5212.50088592513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4785163234572,0,0,0,0,0,0,0,0,162166.694228782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13071.1834670479,0,0,0,0,0,9915.71469815882,0,0,0,0,0,19.9656261175316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869903.528644296,3000735.2769389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1854417.74258346,0,0,0,0,0,210.681406792031,0,0,0,0,0,0,0,0,0,0,0,0,48246.0421553751,316022.110188047,0,866.438452720765,0,1073511.32953786,0,0,0,0,0,0,0,0,484181.936054598,0,0,0,0,0,155280.170142108,0,0,0,0,5198.63071632459,0,15434680.1981752,0,0,0,351205.905122316,0,0,0,0,3792.26532225656,0,0,0,0,0,0,0,5267.03516980078,0,0,0,0,0,0,0,2239227.3320891,0,0,0,10075416.9170153,0,0,0,0,0,0,17383.309630665,0,0,0,0,0,12130.1383380907,105.340703396015,0,0,0,0,0,27493.92358636,0,0,0,0,0,6687923.24755793,0,0,0,0,0,0,5156427.43123496,0,0,0,0,0,5726649.15019583,0,0,0,0,0,0,0,0,877416.987430988,0,0,0,0,0,0,0,0,0,0,0,505635.376300874,0,0,0,8427.25627168124,0,0,0,1075228.62026379,0,0,0,0,0,0,0,0,0,11579190.5715612,0,0,0,0,0,0,693.150762176612,0,0,0,4024014.86972779,9696232.521071,0,0,0,0,0,2144485.38440179,5636823.17500215,0,0,0,0,0,0,0,0,0,0,55798.6363552173,0,0,0,0,160644.572678924,0,4992180.20649989,0,44026430.6675816,0,0,0,0,0,0,3639.04150142721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA",2724565.1445027,6740285.64464023,1067266183.22394,0,0,12027370.7503067,0,0,0,10309.6682988713,100912.788999184,0,9592.84437323523,5323862.36985158,0,0,834.160380281324,21617382.8804238,0,292710.29767407,2275799943.67595,0,13512300.1398933,0,0,11943287.4988048,130712.931590083,325075.87095277,0,30631406.3875069,0,0,0,1239967.81818269,6233420.9971841,2600606.96762216,0,112071638.817131,346757.266711692,0,6282079.25830992,0,15763.373706149,0,260961756.52125,152251.771885969,0,0,0,30510971.0958851,11845.0773999948,22171425.7485726,0,0,148038761.448508,4899780.1274825,145877486.553563,23578019.3324801,3297324.48250582,0,3575834.58048047,44125523.9708141,32563483.5270477,4437.60988441817,0,0,1429196.06664386,766039193.758918,0,2224.4276807502,19452019.9964203,64091.3225516151,84979708.8051185,0,0,0,2513473.7520779,0,0,1467.95781772383,0,44039692.0067664,834.160380281324,16460.5976167242,1430780056.95863,0,28211813.7533969,0,392616483.833215,0,0,0,0,0,41013350.9324147,18768.6085563298,0,16720602.4983267,0,0,4747035.08875026,74240.2738450378,1401.18877387992,20113744.4393317,21409547.6485274,0,222886956.726755,0,14727604.5247204,2364620354.09406,93008.8824013676,3511335.14498549,0,16355669.1113729,12515.4210316817,350297.193469979,0,191439.807274564,0,0,89129.7858018186,2175541.11852325,7866185.92531514,0,18793878.1856343,0,285287.676692699,28547764.3068132,12724161.6240063,0,38121.1293788565,417.080190140662,21051091.0538625,15438317.2829399,0,0,54624385.3150587,44699626.0698495,0,0,0,0,0,2020454.89659512,0,0,668963606.103347,13246841.7413254,0,12542727.4048417,0,1300303.48381108,3115639938.08817,318553.95218669,8842.3419367767,0,2081712.32863779,59730350.7413007,0,0,0,9758404.76551125,0,94234.6717472717,0,701697.585950868,0,0,0,0,32004369.6470422,5279097.47110601,0,23779953.1051708,1031016470.27951,0,0,70958.3020088597,41443.9360920036,0,77625923.6756413,29333405.331689,0,0,0,0,0,0,0,0,0,262750449.708562,160773764.960169,0,5193256.02561585,0,5022911.18423446,2257.13628967626,4522884.34522021,255521.365779075,0,0,14034429.1052325,2949962093.45275,48225773.5221123,8164263.37997111,0,0,3575834.58048048,4160991.92222123,71379069.0795843,5164219.25122656,0,263961.60721365,4587.88209154728,0,26293552.1575562,0,0,0,173358090.685358,29442735.8545201,2627.22895102484,0,0,0,9367876.0242002,209438.022934891,1249792142.33829,4378714.91837473,21820113.6058503,0,20390492.9517721,0,0,7264.46478184565,0,0,21893.5745918737,0,0,0,173393031.497176,0,0,0,2299846.77181666,0,0,0,42542.1793943475,668087.821600006,0,0,0,0,0,0,0
"GUF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PYF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GMB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35182.9746063056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEO",0,0,0,0,0,0,0,0,0,0,110298297.264835,0,0,0,82959.2696408765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449.237922243013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.491948162009,0,0,0,0,0,0,0,0,0,299.491948162009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5121991.48384249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.8306493873363,0,0,0,0,1454242.13301431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
