"reporter","partner","percentage"
"ARM","BLR",15.4441623218422
"ARM","FRA",1.16890762228643
"ARM","GEO",13.348675012795
"ARM","DEU",6.87592718992017
"ARM","HUN",0.0687592718992017
"ARM","IRN",2.63676988924839
"ARM","ISR",0.687592718992017
"ARM","KAZ",0.103138907848802
"ARM","RUS",8.15964247334075
"ARM","ARE",7.24264330671591
"ARM","UKR",0.257847269622006
"ARM","USA",43.0089245729506
"ARM","UZB",0.928250170639222
"ARM","BEL",0.0687592718992017
"AFG","AUS",0.0147321639725627
"AFG","AUT",0.0258390440422524
"AFG","BHR",0.00348321788463136
"AFG","CAN",0.152229965909815
"AFG","LKA",0.00056662169125241
"AFG","DNK",0
"AFG","FRA",0.00635054262659706
"AFG","DEU",0.0864672912759747
"AFG","HKG",0.0386945131765414
"AFG","IND",0.325240850778884
"AFG","IRN",4.70409328077751
"AFG","KWT",0.056662169125241
"AFG","PAK",86.4845198601522
"AFG","PHL",5.69454799708672
"AFG","SAU",0.223856627587546
"AFG","SWE",0.00854517519162904
"AFG","CHE",0.000396908914162316
"AFG","TUR",0
"AFG","ARE",2.17377376980647
"ALB","FRA",23.3300099700897
"ALB","DEU",64.6061814556331
"ALB","SRB",12.0638085742772
"DZA","BHR",0.0306387715707919
"DZA","CMR",0.766402775002265
"DZA","CAN",3.49554224947017
"DZA","DNK",0
"DZA","FRA",2.20773705564642
"DZA","IND",56.0393015504484
"DZA","CIV",2.89637827005381
"DZA","JPN",0
"DZA","MLI",15.1390094822114
"DZA","NER",3.93931026351164
"DZA","SAU",2.77354575290186
"DZA","SEN",0.25142172483106
"DZA","ESP",0
"DZA","CHE",0.0452559104695908
"DZA","TUR",6.93923960533725
"DZA","ARE",4.57858901261053
"DZA","USA",0
"DZA","BFA",0.797058886002356
"DZA","BEL",0.100568689932424
"ATG","AUS",21.1873009256197
"ATG","CHN",0.781663197809039
"ATG","DMA",0.0417682624783456
"ATG","BLR",4.66652311827033
"ATG","ITA",14.5828847445948
"ATG","LCA",0
"ATG","CHE",0.524983850805412
"ATG","GBR",58.2148759004224
"ARG","ALB",0.011880568677252
"ARG","DZA",2.5598937253655
"ARG","ATG",0.00336646732507761
"ARG","AUS",2.2979890756836
"ARG","AUT",0
"ARG","BHS",0.00277137854565373
"ARG","BHR",0.00584469132997234
"ARG","BRB",0.00623560172772089
"ARG","BGD",0.00432161841962879
"ARG","BOL",0.0244744561150745
"ARG","BRA",0.20361347026473
"ARG","BGR",0.491075600577138
"ARG","MMR",0.00135025277466815
"ARG","CAN",2.09356812116078
"ARG","LKA",0.00161992147078542
"ARG","CHL",3.1540775209829
"ARG","CHN",7.65788641199295
"ARG","COL",0.329765588314359
"ARG","CRI",0.0114062501311075
"ARG","CUB",0.000193128914964979
"ARG","CYP",0.0321285764090691
"ARG","AZE",0.0714776005821411
"ARG","BEN",0.00857395237561623
