"iso3","P0"
"ARM",0
"AFG",1195245930666.67
"ALB",0
"DZA",879032000
"ATG",0
"ARG",3608232133333.33
"AUS",504036596000
"AUT",0
"BHS",0
"BHR",0
"BRB",0
"BGD",155341003038667
"BMU",0
"BTN",134908060000
"BOL",1528475685333.33
"BWA",0
"BRA",30912236133333.3
"ARB",0
"BLZ",39976533333.3333
"SLB",7679056000
"BRN",6240509333.33333
"BGR",1.8186e+11
"MMR",72018342666666.7
"BDI",477129986666.667
"CMR",967597680000
"CAN",0
"CPV",0
"CAF",35854896000
"LKA",13871737600000
"TCD",757178380000
"CHL",457967346666.667
"CHN",5.920292e+14
"COL",9112094880000
"COM",87344712000
"COG",3015049333.33333
"COK",0
"CRI",424297533333.333
"CUB",825274893333.333
"CYP",0
"AZE",28494293333.3333
"BEN",1248172576000
"DNK",0
"DMA",0
"DOM",2669904533333.33
"BLR",0
"ECU",3677708608000
"EGY",13486314893333.3
"SLV",70093725333.3333
"GNQ",0
"EST",0
"FRO",0
"FJI",24083602666.6667
"FIN",0
"FRA",206481333333.333
"PYF",0
"DJI",0
"GEO",0
"GAB",4769128000
"GMB",106493333333.333
"DEU",0
"BIH",0
"GHA",2.93356e+12
"KIR",0
"GRC",699990666666.667
"GRL",0
"GRD",0
"GTM",74068400000
"GIN",6832251066666.67
"GUY",1800465762666.67
"HTI",478881200000
"HND",164245368000
"HKG",140000
"HUN",30137333333.3333
"HRV",0
"ISL",0
"IND",522881781333333
"IDN",152757293957333
"IRN",5508656020000
"IRQ",1363905200000
"IRL",0
"ISR",0
"ITA",4162125333333.33
"CIV",4689195466666.67
"KAZ",1513132870666.67
"JAM",933333.333333333
"JPN",2.94322e+13
"JOR",0
"KGZ",123228653333.333
"KEN",4.9231e+11
"KHM",31307453333333.3
"PRK",6320135098666.67
"KOR",13944263200000
"KWT",0
"LVA",0
"LAO",1.019536e+13
"LBN",0
"LSO",0
"LBR",756933333333.333
"LBY",0
"LTU",0
"MAC",0
"MDG",11694612533333.3
"MWI",396921933333.333
"MYS",6652249240000
"MDV",0
"MLI",8051500800000
"MLT",0
"MRT",910186666666.667
"MUS",19600000
"MEX",744423577333.333
"MNG",0
"MAR",169118880000
"MOZ",472340400000
"MDA",0
"NAM",0
"NPL",15663759066666.7
"NLD",0
"ANT",0
"NCL",0
"MKD",55774133333.3333
"VUT",0
"NZL",0
"NIC",1341317600000
"NER",301970498666.667
"NGA",23286022666666.7
"NOR",0
"PAK",35218405600000
"PAN",1092200666666.67
"CZE",0
"PNG",2453752000
"PRY",3208396800000
"PER",9426177105333.33
"PHL",54198529466666.7
"POL",0
"PRT",4.38844e+11
"GNB",559122666666.667
"TLS",133709333333.333
"ERI",0
"QAT",0
"ZWE",4472533333.33333
"ROU",73901333333.3333
"RWA",354516736000
"RUS",3095764093333.33
"KNA",0
"LCA",0
"VCT",0
"STP",0
"SAU",1867600000
"SEN",3628401672000
"SYC",0
"SLE",3711086558666.67
"SVN",0
"SVK",0
"SGP",0
"SOM",4445672000
"ZAF",8622917333.33333
"ESP",1.992844e+12
"SUR",735327600000
"TJK",254278920000
"SWZ",2.8e+09
"SWE",0
"CHE",0
"SYR",0
"TKM",237189661333.333
"TWN",4762622666666.67
"TZA",8587381600000
"THA",86268908133333.3
"TGO",426582800000
"TON",0
"TTO",1549426666.66667
"OMN",0
"TUN",0
"TUR",2781333333333.33
"ARE",0
"UGA",786130968000
"TUV",0
"GBR",0
"UKR",1.53748e+11
"USA",25588042666666.7
"BFA",1193685033333.33
"URY",3470133333333.33
"UZB",879513600000
"VEN",1875725133333.33
"VNM",121439001628000
"ETH",522926880000
"YEM",0
"COD",4140038933333.33
"ZMB",121417156000
"BEL",0
"LUX",0
"SRB",0
"MNE",0
"SDN",85057774666.6667
"SSD",71690266666.6667
"PSE",0
