"Water_Type","n_nodes_early_mean","n_edges_early_mean","total_volume_km3_early_mean","density_early_mean","reciprocity_early_mean","transitivity_early_mean","mean_degree_early_mean","centralization_early_mean","clustering_coef_early_mean","avg_path_length_early_mean","n_nodes_late_mean","n_edges_late_mean","total_volume_km3_late_mean","density_late_mean","reciprocity_late_mean","transitivity_late_mean","mean_degree_late_mean","centralization_late_mean","clustering_coef_late_mean","avg_path_length_late_mean","density_change","reciprocity_change","mean_degree_change"
"Blue_Irrigated",147.333333333333,2984.08333333333,2.38183333333333,0.112083333333333,0.189666666666667,0.253083333333333,NA,1.25608333333333,0.253083333333333,2.61358333333333,22.2338064550451,170.132820154486,183.879416575917,80.2150010309074,43.1684502266102,30.2548460811312,NA,43.8111585545504,30.2548460811312,-8.02573098862597,80.1029176975741,42.9787835599436,NA
"Green_Irrigated",147.333333333333,2984.08333333333,1.20075,0.112083333333333,0.189666666666667,0.253083333333333,NA,1.25608333333333,0.253083333333333,2.61358333333333,22.2338064550451,170.132820154486,264.985363627001,80.2150010309074,43.1684502266102,30.2548460811312,NA,43.8111585545504,30.2548460811312,-8.02573098862597,80.1029176975741,42.9787835599436,NA
"Green_Rainfed",147.916666666667,3025.5,102.717666666667,0.112666666666667,0.195083333333333,0.255833333333333,NA,1.262,0.255833333333333,2.62725,21.9298774230806,175.033614088841,237.158370062245,85.3753198363496,41.9509442796365,31.1500191310926,NA,44.395903530815,31.1500191310926,-8.1603359924971,85.262653169683,41.7558609463031,NA
