"WF_Crop","green_water_km3","blue_water_km3","green_water_annual_avg","blue_water_annual_avg"
"Maize",200.875681293016,7.24608068288686,40.1751362586031,1.44921613657737
"Rice",3.62304225542801,3.58240399044407,0.724608451085602,0.716480798088813
"Soyabean",262.095487468969,2.82461811239603,52.4190974937938,0.564923622479206
"Temperate Cereals",598.599882029948,7.27616337147614,119.71997640599,1.45523267429523
