"Water_Type","total_virtual_water_km3","proportion"
"Blue_Irrigated",1.74553837758671,2.55085220776275
"Green_Irrigated",1.17554296293472,1.71788624118809
"Green_Rainfed",65.5085349373129,95.7312615510492
