"WF_Crop","green_water_km3","blue_water_km3","green_water_annual_avg","blue_water_annual_avg"
"Maize",543.017117153955,4.75833626294715,108.603423430791,0.951667252589429
"Rice",10.6880745623493,5.24132250288784,2.13761491246987,1.04826450057757
"Soyabean",657.391009228527,5.22238277128539,131.478201845705,1.04447655425708
"Temperate Cereals",1229.46043793337,13.4743818897372,245.892087586674,2.69487637794744
