"ISO3","Year","Crop","WaterFootprint_liters_per_year","Production_kg","WF_L_per_kg"
"GEO",2018,"Groundnuts, excluding shelled",717802148.089726,NA,NA
"GEO",2018,"Maize (corn)",551215522653.528,268319900,2054.32218278826
"GEO",2018,"Pulses, Total",28677191030.5851,NA,NA
"GEO",2018,"Rape or colza seed",80142297.6831158,NA,NA
"GEO",2018,"Rice",1688844229.69681,NA,NA
"GEO",2018,"Soya beans",3876707089.0365,NA,NA
"GEO",2018,"Sugar Crops Primary",0,NA,NA
"GEO",2018,"Sunflower seed",113232081701.375,6934500,16328.802610336
"GEO",2019,"Groundnuts, excluding shelled",689608448.781812,NA,NA
"GEO",2019,"Maize (corn)",529232932428.975,282937000,1870.49743380673
"GEO",2019,"Pulses, Total",27696711828.0129,NA,NA
"GEO",2019,"Rape or colza seed",75880035.3587646,NA,NA
"GEO",2019,"Rice",1587063145.72037,NA,NA
"GEO",2019,"Soya beans",3723096360.20176,NA,NA
"GEO",2019,"Sugar Crops Primary",0,NA,NA
"GEO",2019,"Sunflower seed",108697390094.461,6140000,17703.1579958406
"GEO",2020,"Groundnuts, excluding shelled",699480852.505378,NA,NA
"GEO",2020,"Maize (corn)",536535093471.736,339244300,1581.55964144935
"GEO",2020,"Pulses, Total",28025562713.5892,NA,NA
"GEO",2020,"Rape or colza seed",74320928.6269429,NA,NA
"GEO",2020,"Rice",1563201736.83044,NA,NA
"GEO",2020,"Soya beans",3774238121.04315,NA,NA
"GEO",2020,"Sugar Crops Primary",0,NA,NA
"GEO",2020,"Sunflower seed",110202481796.695,5160000,21357.0701156385
"GEO",2021,"Groundnuts, excluding shelled",750133981.731073,NA,NA
"GEO",2021,"Maize (corn)",575868527507.96,312449700,1843.07594953031
"GEO",2021,"Pulses, Total",30330476365.6992,NA,NA
"GEO",2021,"Rape or colza seed",82924122.2532888,NA,NA
"GEO",2021,"Rice",1745446163.8242,NA,NA
"GEO",2021,"Soya beans",4049864756.16969,NA,NA
"GEO",2021,"Sugar Crops Primary",0,NA,NA
"GEO",2021,"Sunflower seed",118299223982.142,5800000,20396.4179279556
"GEO",2022,"Groundnuts, excluding shelled",713074427.672754,NA,NA
"GEO",2022,"Maize (corn)",547212184469.557,228869000,2390.94060125905
"GEO",2022,"Pulses, Total",28684250302.4338,NA,NA
"GEO",2022,"Rape or colza seed",77708362.0796654,NA,NA
"GEO",2022,"Rice",1631903682.125,NA,NA
"GEO",2022,"Soya beans",3849066412.47153,NA,NA
"GEO",2022,"Sugar Crops Primary",0,NA,NA
"GEO",2022,"Sunflower seed",112399698624.433,7336800,15319.9894537718
"GHA",1980,"Groundnuts, excluding shelled",824648101470.292,NA,NA
"GHA",1980,"Maize (corn)",2463635151360.99,822868200,2993.96082065268
"GHA",1980,"Pulses, Total",477784813861.92,NA,NA
"GHA",1980,"Rape or colza seed",0,NA,NA
"GHA",1980,"Rice",419186665577.46,NA,NA
"GHA",1980,"Soya beans",110158713.614278,NA,NA
"GHA",1980,"Sugar Crops Primary",20110273633.4292,NA,NA
"GHA",1980,"Sunflower seed",0,NA,NA
"GHA",1981,"Groundnuts, excluding shelled",899816251105.755,NA,NA
"GHA",1981,"Maize (corn)",2634651020115.8,751016100,3508.11523230435
"GHA",1981,"Pulses, Total",516379759688.156,NA,NA
"GHA",1981,"Rape or colza seed",0,NA,NA
"GHA",1981,"Rice",454140076715.653,NA,NA
"GHA",1981,"Soya beans",118097264.314101,NA,NA
"GHA",1981,"Sugar Crops Primary",21087631300.7661,NA,NA
"GHA",1981,"Sunflower seed",0,NA,NA
"GHA",1982,"Groundnuts, excluding shelled",877850892328.532,NA,NA
"GHA",1982,"Maize (corn)",2625213017291.84,719927600,3646.49586610076
"GHA",1982,"Pulses, Total",504270865907.815,NA,NA
"GHA",1982,"Rape or colza seed",0,NA,NA
"GHA",1982,"Rice",447502923000.837,NA,NA
"GHA",1982,"Soya beans",120540263.583134,NA,NA
"GHA",1982,"Sugar Crops Primary",21330784709.7571,NA,NA
"GHA",1982,"Sunflower seed",0,NA,NA
"GHA",1983,"Groundnuts, excluding shelled",853478166064.998,NA,NA
"GHA",1983,"Maize (corn)",2517638038147.42,572430000,4398.15879347243
"GHA",1983,"Pulses, Total",489805291756.889,NA,NA
"GHA",1983,"Rape or colza seed",0,NA,NA
"GHA",1983,"Rice",433507320001.899,NA,NA
"GHA",1983,"Soya beans",117942978.88847,NA,NA
"GHA",1983,"Sugar Crops Primary",20711978754.0098,NA,NA
"GHA",1983,"Sunflower seed",0,NA,NA
"GHA",1984,"Groundnuts, excluding shelled",855557230583.851,NA,NA
"GHA",1984,"Maize (corn)",2507037769414.12,1420961300,1764.32515749311
"GHA",1984,"Pulses, Total",497185978527.036,NA,NA
"GHA",1984,"Rape or colza seed",0,NA,NA
"GHA",1984,"Rice",431137823761.778,NA,NA
"GHA",1984,"Soya beans",117407824.594978,NA,NA
"GHA",1984,"Sugar Crops Primary",20416689134.4347,NA,NA
"GHA",1984,"Sunflower seed",0,NA,NA
"GHA",1985,"Groundnuts, excluding shelled",867963140214.496,NA,NA
"GHA",1985,"Maize (corn)",2565175741080.77,1164008600,2203.74294578302
"GHA",1985,"Pulses, Total",500439356556.602,NA,NA
"GHA",1985,"Rape or colza seed",0,NA,NA
"GHA",1985,"Rice",440634243427.003,NA,NA
"GHA",1985,"Soya beans",122570966.01082,NA,NA
"GHA",1985,"Sugar Crops Primary",21034871257.9263,NA,NA
"GHA",1985,"Sunflower seed",0,NA,NA
"GHA",1986,"Groundnuts, excluding shelled",913251804456.593,NA,NA
"GHA",1986,"Maize (corn)",2597711272328.45,1032284500,2516.46834988654
"GHA",1986,"Pulses, Total",526935064530.693,NA,NA
"GHA",1986,"Rape or colza seed",0,NA,NA
"GHA",1986,"Rice",456179248792.243,NA,NA
"GHA",1986,"Soya beans",125473717.853214,NA,NA
"GHA",1986,"Sugar Crops Primary",21199422450.0148,NA,NA
"GHA",1986,"Sunflower seed",0,NA,NA
"GHA",1987,"Groundnuts, excluding shelled",929895696090.562,NA,NA
"GHA",1987,"Maize (corn)",2751428994239.87,1146790700,2399.24250714613
"GHA",1987,"Pulses, Total",534557502090.662,NA,NA
"GHA",1987,"Rape or colza seed",0,NA,NA
"GHA",1987,"Rice",473414825411.519,NA,NA
"GHA",1987,"Soya beans",134981418.582317,NA,NA
"GHA",1987,"Sugar Crops Primary",22808842601.6993,NA,NA
"GHA",1987,"Sunflower seed",0,NA,NA
"GHA",1988,"Groundnuts, excluding shelled",901531054962.401,NA,NA
"GHA",1988,"Maize (corn)",2512458226392.38,1292390700,1944.03923395021
"GHA",1988,"Pulses, Total",524384713867.936,NA,NA
"GHA",1988,"Rape or colza seed",0,NA,NA
"GHA",1988,"Rice",445530236348.362,NA,NA
"GHA",1988,"Soya beans",124768983.238231,NA,NA
"GHA",1988,"Sugar Crops Primary",20222008491.4788,NA,NA
"GHA",1988,"Sunflower seed",0,NA,NA
"GHA",1989,"Groundnuts, excluding shelled",968147837756.626,NA,NA
"GHA",1989,"Maize (corn)",2880011135533.03,1283261000,2244.29101759738
"GHA",1989,"Pulses, Total",556081527602.851,NA,NA
"GHA",1989,"Rape or colza seed",0,NA,NA
"GHA",1989,"Rice",494460270121.904,NA,NA
"GHA",1989,"Soya beans",142283749.147091,NA,NA
"GHA",1989,"Sugar Crops Primary",23930215685.7989,NA,NA
"GHA",1989,"Sunflower seed",0,NA,NA
"GHA",1990,"Groundnuts, excluding shelled",1008240288727.2,NA,NA
"GHA",1990,"Maize (corn)",2944783984855.51,1018588900,2891.0426815524
"GHA",1990,"Pulses, Total",577766026166.727,NA,NA
"GHA",1990,"Rape or colza seed",0,NA,NA
"GHA",1990,"Rice",510789480550.298,NA,NA
"GHA",1990,"Soya beans",146933509.910264,NA,NA
"GHA",1990,"Sugar Crops Primary",24080265884.0352,NA,NA
"GHA",1990,"Sunflower seed",0,NA,NA
"GHA",1991,"Groundnuts, excluding shelled",976676073620.442,NA,NA
"GHA",1991,"Maize (corn)",2900314964725.26,1543426000,1879.1409272134
"GHA",1991,"Pulses, Total",555383497433.663,NA,NA
"GHA",1991,"Rape or colza seed",0,NA,NA
"GHA",1991,"Rice",499334116217.843,NA,NA
"GHA",1991,"Soya beans",139218467.019552,NA,NA
"GHA",1991,"Sugar Crops Primary",23857159336.6739,NA,NA
"GHA",1991,"Sunflower seed",0,NA,NA
"GHA",1992,"Groundnuts, excluding shelled",1093587765130.96,NA,NA
"GHA",1992,"Maize (corn)",3211420897114.52,1338604000,2399.08210128949
"GHA",1992,"Pulses, Total",624439645330.666,NA,NA
"GHA",1992,"Rape or colza seed",0,NA,NA
"GHA",1992,"Rice",555196744622.396,NA,NA
"GHA",1992,"Soya beans",153338375.956697,NA,NA
"GHA",1992,"Sugar Crops Primary",26434070748.0007,NA,NA
"GHA",1992,"Sunflower seed",0,NA,NA
"GHA",1993,"Groundnuts, excluding shelled",1127171208611.05,NA,NA
"GHA",1993,"Maize (corn)",3560463518318.14,1599109200,2226.52931914728
"GHA",1993,"Pulses, Total",636040704259.926,NA,NA
"GHA",1993,"Rape or colza seed",0,NA,NA
"GHA",1993,"Rice",593481374046.492,NA,NA
"GHA",1993,"Soya beans",167206167.739751,NA,NA
"GHA",1993,"Sugar Crops Primary",30290651206.7445,NA,NA
"GHA",1993,"Sunflower seed",0,NA,NA
"GHA",1994,"Groundnuts, excluding shelled",1196679592613.81,NA,NA
"GHA",1994,"Maize (corn)",3720486760471.64,1570801300,2368.52793569221
"GHA",1994,"Pulses, Total",671534297757.672,NA,NA
"GHA",1994,"Rape or colza seed",0,NA,NA
"GHA",1994,"Rice",625707694076.639,NA,NA
"GHA",1994,"Soya beans",169329771.789638,NA,NA
"GHA",1994,"Sugar Crops Primary",31834292696.0538,NA,NA
"GHA",1994,"Sunflower seed",0,NA,NA
"GHA",1995,"Groundnuts, excluding shelled",1145415331303.06,NA,NA
"GHA",1995,"Maize (corn)",3624255429112.43,1724402000,2101.74624543026
"GHA",1995,"Pulses, Total",642751919043.389,NA,NA
"GHA",1995,"Rape or colza seed",0,NA,NA
"GHA",1995,"Rice",604385834075.221,NA,NA
"GHA",1995,"Soya beans",164236950.960488,NA,NA
"GHA",1995,"Sugar Crops Primary",31535099464.1373,NA,NA
"GHA",1995,"Sunflower seed",0,NA,NA
"GHA",1996,"Groundnuts, excluding shelled",1310919941350.06,NA,NA
"GHA",1996,"Maize (corn)",3998736847549.61,1674075300,2388.62424381365
"GHA",1996,"Pulses, Total",740964946212.561,NA,NA
"GHA",1996,"Rape or colza seed",0,NA,NA
"GHA",1996,"Rice",677412983549.672,NA,NA
"GHA",1996,"Soya beans",176372877.136311,NA,NA
"GHA",1996,"Sugar Crops Primary",34196182726.2587,NA,NA
"GHA",1996,"Sunflower seed",0,NA,NA
"GHA",1997,"Groundnuts, excluding shelled",1270604808317.04,NA,NA
"GHA",1997,"Maize (corn)",3887036675016.27,1649128500,2357.02474065318
"GHA",1997,"Pulses, Total",712210168266.434,NA,NA
"GHA",1997,"Rape or colza seed",0,NA,NA
"GHA",1997,"Rice",659536553010.006,NA,NA
"GHA",1997,"Soya beans",170095997.758701,NA,NA
"GHA",1997,"Sugar Crops Primary",33290682424.7649,NA,NA
"GHA",1997,"Sunflower seed",0,NA,NA
"GHA",1998,"Groundnuts, excluding shelled",1488014118631.89,NA,NA
"GHA",1998,"Maize (corn)",4460723169807.3,1732605000,2574.57595343849
"GHA",1998,"Pulses, Total",833596653218.281,NA,NA
"GHA",1998,"Rape or colza seed",0,NA,NA
"GHA",1998,"Rice",762906304572.23,NA,NA
"GHA",1998,"Soya beans",185713076.787531,NA,NA
"GHA",1998,"Sugar Crops Primary",37241645912.2309,NA,NA
"GHA",1998,"Sunflower seed",0,NA,NA
"GHA",1999,"Groundnuts, excluding shelled",1583133780131.4,NA,NA
"GHA",1999,"Maize (corn)",4570511471894.74,1712805700,2668.43546345901
"GHA",1999,"Pulses, Total",892267209283.101,NA,NA
"GHA",1999,"Rape or colza seed",0,NA,NA
"GHA",1999,"Rice",797580463599.33,NA,NA
"GHA",1999,"Soya beans",191564846.222472,NA,NA
"GHA",1999,"Sugar Crops Primary",37970002884.2699,NA,NA
"GHA",1999,"Sunflower seed",0,NA,NA
"GHA",2000,"Groundnuts, excluding shelled",1613823008155.39,NA,NA
"GHA",2000,"Maize (corn)",4951261011336.25,1708857800,2897.40960970319
"GHA",2000,"Pulses, Total",901802987114.194,NA,NA
"GHA",2000,"Rape or colza seed",0,NA,NA
"GHA",2000,"Rice",836287863723.82,NA,NA
"GHA",2000,"Soya beans",201260700.281886,NA,NA
"GHA",2000,"Sugar Crops Primary",41880775517.073,NA,NA
"GHA",2000,"Sunflower seed",0,NA,NA
"GHA",2001,"Groundnuts, excluding shelled",1526244234662.27,NA,NA
"GHA",2001,"Maize (corn)",4727880233789.72,1652591000,2860.88949642696
"GHA",2001,"Pulses, Total",853674484216.284,NA,NA
"GHA",2001,"Rape or colza seed",0,NA,NA
"GHA",2001,"Rice",796113245750.668,NA,NA
"GHA",2001,"Soya beans",196216284.92929,NA,NA
"GHA",2001,"Sugar Crops Primary",41330327852.9045,NA,NA
"GHA",2001,"Sunflower seed",0,NA,NA
"GHA",2002,"Groundnuts, excluding shelled",1639281017497.4,NA,NA
"GHA",2002,"Maize (corn)",5025002495829.2,2341090000,2146.43712793152
"GHA",2002,"Pulses, Total",914383901800.497,NA,NA
"GHA",2002,"Rape or colza seed",0,NA,NA
"GHA",2002,"Rice",849961796586.517,NA,NA
"GHA",2002,"Soya beans",204508017.482734,NA,NA
"GHA",2002,"Sugar Crops Primary",43100220802.3003,NA,NA
"GHA",2002,"Sunflower seed",0,NA,NA
"GHA",2003,"Groundnuts, excluding shelled",1624824159029.84,NA,NA
"GHA",2003,"Maize (corn)",4934019021274.24,2082127200,2369.70105441888
"GHA",2003,"Pulses, Total",902150053965.593,NA,NA
"GHA",2003,"Rape or colza seed",0,NA,NA
"GHA",2003,"Rice",841804778082.874,NA,NA
"GHA",2003,"Soya beans",199645214.201453,NA,NA
"GHA",2003,"Sugar Crops Primary",43714371693.6415,NA,NA
"GHA",2003,"Sunflower seed",0,NA,NA
"GHA",2004,"Groundnuts, excluding shelled",1808335008110.16,NA,NA
"GHA",2004,"Maize (corn)",5510146421088.67,1892155400,2912.10035977419
"GHA",2004,"Pulses, Total",1002890243125.43,NA,NA
"GHA",2004,"Rape or colza seed",0,NA,NA
"GHA",2004,"Rice",934988065224.474,NA,NA
"GHA",2004,"Soya beans",218564706.290698,NA,NA
"GHA",2004,"Sugar Crops Primary",47068090553.2339,NA,NA
"GHA",2004,"Sunflower seed",0,NA,NA
"GHA",2005,"Groundnuts, excluding shelled",1816393919483.3,NA,NA
"GHA",2005,"Maize (corn)",5463953762375.83,1922561300,2842.01796966153
"GHA",2005,"Pulses, Total",1014431266672.39,NA,NA
"GHA",2005,"Rape or colza seed",0,NA,NA
"GHA",2005,"Rice",933063109339.543,NA,NA
"GHA",2005,"Soya beans",221608420.988672,NA,NA
"GHA",2005,"Sugar Crops Primary",47404889029.1868,NA,NA
"GHA",2005,"Sunflower seed",0,NA,NA
"GHA",2006,"Groundnuts, excluding shelled",1826336412992.76,NA,NA
"GHA",2006,"Maize (corn)",5649816978887.61,1983499400,2848.40871587237
"GHA",2006,"Pulses, Total",1002510960162.27,NA,NA
"GHA",2006,"Rape or colza seed",0,NA,NA
"GHA",2006,"Rice",954168593105.191,NA,NA
"GHA",2006,"Soya beans",225014937.507538,NA,NA
"GHA",2006,"Sugar Crops Primary",48901122385.4921,NA,NA
"GHA",2006,"Sunflower seed",0,NA,NA
"GHA",2007,"Groundnuts, excluding shelled",1858422335140.08,NA,NA
"GHA",2007,"Maize (corn)",5841622630897.69,2011213700,2904.52607343401
"GHA",2007,"Pulses, Total",1017736171032.01,NA,NA
"GHA",2007,"Rape or colza seed",0,NA,NA
"GHA",2007,"Rice",977518050502.071,NA,NA
"GHA",2007,"Soya beans",227604809.965264,NA,NA
"GHA",2007,"Sugar Crops Primary",51189321499.2013,NA,NA
"GHA",2007,"Sunflower seed",0,NA,NA
"GHA",2008,"Groundnuts, excluding shelled",1845337546729.64,NA,NA
"GHA",2008,"Maize (corn)",6111507679281.67,2318077100,2636.45574139086
"GHA",2008,"Pulses, Total",999209138256.697,NA,NA
"GHA",2008,"Rape or colza seed",0,NA,NA
"GHA",2008,"Rice",997439531928.481,NA,NA
"GHA",2008,"Soya beans",236286464.941137,NA,NA
"GHA",2008,"Sugar Crops Primary",53824092548.8847,NA,NA
"GHA",2008,"Sunflower seed",0,NA,NA
"GHA",2009,"Groundnuts, excluding shelled",1966629944787.56,NA,NA
"GHA",2009,"Maize (corn)",6053609880172.55,2575716900,2350.26212708879
"GHA",2009,"Pulses, Total",1075174461288.07,NA,NA
"GHA",2009,"Rape or colza seed",0,NA,NA
"GHA",2009,"Rice",1024585565068.36,NA,NA
"GHA",2009,"Soya beans",236435443.092668,NA,NA
"GHA",2009,"Sugar Crops Primary",52127311067.9902,NA,NA
"GHA",2009,"Sunflower seed",0,NA,NA
"GHA",2010,"Groundnuts, excluding shelled",1869571501551.2,NA,NA
"GHA",2010,"Maize (corn)",6009676212347.6,2865251400,2097.43417710139
"GHA",2010,"Pulses, Total",1021958296895.15,NA,NA
"GHA",2010,"Rape or colza seed",0,NA,NA
"GHA",2010,"Rice",996555765933.216,NA,NA
"GHA",2010,"Soya beans",242520629.548912,NA,NA
"GHA",2010,"Sugar Crops Primary",53173293529.1432,NA,NA
"GHA",2010,"Sunflower seed",0,NA,NA
"GHA",2011,"Groundnuts, excluding shelled",1964382741354.19,NA,NA
"GHA",2011,"Maize (corn)",5921954345989.14,2708806800,2186.18557292057
"GHA",2011,"Pulses, Total",1080948251575.67,NA,NA
"GHA",2011,"Rape or colza seed",0,NA,NA
"GHA",2011,"Rice",1014689873403.14,NA,NA
"GHA",2011,"Soya beans",235789855.530809,NA,NA
"GHA",2011,"Sugar Crops Primary",50980707437.1779,NA,NA
"GHA",2011,"Sunflower seed",0,NA,NA
"GHA",2012,"Groundnuts, excluding shelled",2128996339709.55,NA,NA
"GHA",2012,"Maize (corn)",6693892619553.39,2993851200,2235.88019990886
"GHA",2012,"Pulses, Total",1173228841479.02,NA,NA
"GHA",2012,"Rape or colza seed",0,NA,NA
"GHA",2012,"Rice",1119868346530.46,NA,NA
"GHA",2012,"Soya beans",265898048.933686,NA,NA
"GHA",2012,"Sugar Crops Primary",58346782174.2415,NA,NA
"GHA",2012,"Sunflower seed",0,NA,NA
"GHA",2013,"Groundnuts, excluding shelled",1996942176390.12,NA,NA
"GHA",2013,"Maize (corn)",6294793782475.52,2789660000,2256.47347077261
"GHA",2013,"Pulses, Total",1106436230229.88,NA,NA
"GHA",2013,"Rape or colza seed",0,NA,NA
"GHA",2013,"Rice",1048528201151.32,NA,NA
"GHA",2013,"Soya beans",246654389.229533,NA,NA
"GHA",2013,"Sugar Crops Primary",54504056262.7625,NA,NA
"GHA",2013,"Sunflower seed",0,NA,NA
"GHA",2014,"Groundnuts, excluding shelled",2131743181509.51,NA,NA
"GHA",2014,"Maize (corn)",6727357474530.58,2782729100,2417.53948472044
"GHA",2014,"Pulses, Total",1178226995344.56,NA,NA
"GHA",2014,"Rape or colza seed",0,NA,NA
"GHA",2014,"Rice",1121568564341.91,NA,NA
"GHA",2014,"Soya beans",265194903.264651,NA,NA
"GHA",2014,"Sugar Crops Primary",58111906422.8775,NA,NA
"GHA",2014,"Sunflower seed",0,NA,NA
"GHA",2015,"Groundnuts, excluding shelled",2114660829632.89,NA,NA
"GHA",2015,"Maize (corn)",6492149103525.03,2573815700,2522.38305311644
"GHA",2015,"Pulses, Total",1180589363955.81,NA,NA
"GHA",2015,"Rape or colza seed",0,NA,NA
"GHA",2015,"Rice",1096022521124.68,NA,NA
"GHA",2015,"Soya beans",256408654.444918,NA,NA
"GHA",2015,"Sugar Crops Primary",55928214879.6168,NA,NA
"GHA",2015,"Sunflower seed",0,NA,NA
"GHA",2016,"Groundnuts, excluding shelled",2030823230477.33,NA,NA
"GHA",2016,"Maize (corn)",5985864507151.39,2606891120,2296.16974074137
"GHA",2016,"Pulses, Total",1136554933625.83,NA,NA
"GHA",2016,"Rape or colza seed",0,NA,NA
"GHA",2016,"Rice",1035141959172.96,NA,NA
"GHA",2016,"Soya beans",242843402.575672,NA,NA
"GHA",2016,"Sugar Crops Primary",51941932764.3938,NA,NA
"GHA",2016,"Sunflower seed",0,NA,NA
"GHA",2017,"Groundnuts, excluding shelled",2044025785084.14,NA,NA
"GHA",2017,"Maize (corn)",6350034300818.13,3013190620,2107.41207631203
"GHA",2017,"Pulses, Total",1138440150307.33,NA,NA
"GHA",2017,"Rape or colza seed",0,NA,NA
"GHA",2017,"Rice",1065945003894.09,NA,NA
"GHA",2017,"Soya beans",249628327.580652,NA,NA
"GHA",2017,"Sugar Crops Primary",55320146775.093,NA,NA
"GHA",2017,"Sunflower seed",0,NA,NA
"GHA",2018,"Groundnuts, excluding shelled",2056399134791.09,NA,NA
"GHA",2018,"Maize (corn)",6272896834976.7,3329642850,1883.95486169836
"GHA",2018,"Pulses, Total",1145566750535.69,NA,NA
"GHA",2018,"Rape or colza seed",0,NA,NA
"GHA",2018,"Rice",1065794319001.39,NA,NA
"GHA",2018,"Soya beans",251504196.537455,NA,NA
"GHA",2018,"Sugar Crops Primary",54706638714.1589,NA,NA
"GHA",2018,"Sunflower seed",0,NA,NA
"GHA",2019,"Groundnuts, excluding shelled",2200580388821.27,NA,NA
"GHA",2019,"Maize (corn)",6788669088178.48,4063531300,1670.63290202255
"GHA",2019,"Pulses, Total",1221530581404.51,NA,NA
"GHA",2019,"Rape or colza seed",0,NA,NA
"GHA",2019,"Rice",1144068985990.34,NA,NA
"GHA",2019,"Soya beans",270697418.85677,NA,NA
"GHA",2019,"Sugar Crops Primary",58303082104.1608,NA,NA
"GHA",2019,"Sunflower seed",0,NA,NA
"GHA",2020,"Groundnuts, excluding shelled",2055181003192.9,NA,NA
"GHA",2020,"Maize (corn)",6467854282761.18,4262582800,1517.35569400814
"GHA",2020,"Pulses, Total",1143535289892.41,NA,NA
"GHA",2020,"Rape or colza seed",0,NA,NA
"GHA",2020,"Rice",1079452977389.48,NA,NA
"GHA",2020,"Soya beans",257741326.332275,NA,NA
"GHA",2020,"Sugar Crops Primary",56327187841.6956,NA,NA
"GHA",2020,"Sunflower seed",0,NA,NA
"GHA",2021,"Groundnuts, excluding shelled",2150082026859.23,NA,NA
"GHA",2021,"Maize (corn)",6502578282895.48,4471530000,1454.21774714594
"GHA",2021,"Pulses, Total",1199394308894.21,NA,NA
"GHA",2021,"Rape or colza seed",0,NA,NA
"GHA",2021,"Rice",1106992274564.98,NA,NA
"GHA",2021,"Soya beans",258588894.767108,NA,NA
"GHA",2021,"Sugar Crops Primary",55362397919.0048,NA,NA
"GHA",2021,"Sunflower seed",0,NA,NA
"GHA",2022,"Groundnuts, excluding shelled",2135281139624.47,NA,NA
"GHA",2022,"Maize (corn)",6586367217945.05,4558222400,1444.94204976595
"GHA",2022,"Pulses, Total",1188153393397.04,NA,NA
"GHA",2022,"Rape or colza seed",0,NA,NA
"GHA",2022,"Rice",1110171412648.26,NA,NA
"GHA",2022,"Soya beans",262342546.652051,NA,NA
"GHA",2022,"Sugar Crops Primary",56664222621.6204,NA,NA
"GHA",2022,"Sunflower seed",0,NA,NA
"GIN",1980,"Groundnuts, excluding shelled",1613613119625.78,NA,NA
"GIN",1980,"Maize (corn)",1638819797412.36,1.81e+08,9054.25302437766
"GIN",1980,"Pulses, Total",710041510398.118,NA,NA
"GIN",1980,"Rape or colza seed",0,NA,NA
"GIN",1980,"Rice",5749821245868.71,NA,NA
"GIN",1980,"Soya beans",4387613047.92684,NA,NA
"GIN",1980,"Sugar Crops Primary",57526412272.2985,NA,NA
"GIN",1980,"Sunflower seed",0,NA,NA
"GIN",1981,"Groundnuts, excluding shelled",1646269898930.62,NA,NA
"GIN",1981,"Maize (corn)",1675473355632.42,191111100,8767.01225429824
"GIN",1981,"Pulses, Total",728905689293.724,NA,NA
"GIN",1981,"Rape or colza seed",0,NA,NA
"GIN",1981,"Rice",5826396176900.48,NA,NA
"GIN",1981,"Soya beans",4407037138.09121,NA,NA
"GIN",1981,"Sugar Crops Primary",58043502680.5203,NA,NA
"GIN",1981,"Sunflower seed",0,NA,NA
"GIN",1982,"Groundnuts, excluding shelled",1605553237968.68,NA,NA
"GIN",1982,"Maize (corn)",1629883878599.4,191111100,8528.46265130285
"GIN",1982,"Pulses, Total",714258893539.941,NA,NA
"GIN",1982,"Rape or colza seed",0,NA,NA
"GIN",1982,"Rice",5667197336730.17,NA,NA
"GIN",1982,"Soya beans",4261631288.22377,NA,NA
"GIN",1982,"Sugar Crops Primary",55910561872.9569,NA,NA
"GIN",1982,"Sunflower seed",0,NA,NA
"GIN",1983,"Groundnuts, excluding shelled",1516240824263.18,NA,NA
"GIN",1983,"Maize (corn)",1556778555636.68,191111100,8145.93477635094
"GIN",1983,"Pulses, Total",664586651261.542,NA,NA
"GIN",1983,"Rape or colza seed",0,NA,NA
"GIN",1983,"Rice",5495499977755.64,NA,NA
"GIN",1983,"Soya beans",4219163839.31735,NA,NA
"GIN",1983,"Sugar Crops Primary",55410789303.6205,NA,NA
"GIN",1983,"Sunflower seed",0,NA,NA
"GIN",1984,"Groundnuts, excluding shelled",1453055927998.06,NA,NA
"GIN",1984,"Maize (corn)",1476425962126.51,195770800,7541.60458110457
"GIN",1984,"Pulses, Total",637076083243.061,NA,NA
"GIN",1984,"Rape or colza seed",0,NA,NA
"GIN",1984,"Rice",5215284672216.55,NA,NA
"GIN",1984,"Soya beans",3981759703.42025,NA,NA
"GIN",1984,"Sugar Crops Primary",51841817256.0971,NA,NA
"GIN",1984,"Sunflower seed",0,NA,NA
"GIN",1985,"Groundnuts, excluding shelled",1451559932024.39,NA,NA
"GIN",1985,"Maize (corn)",1499302689636.28,191111100,7845.1889483985
"GIN",1985,"Pulses, Total",647880738809.308,NA,NA
"GIN",1985,"Rape or colza seed",0,NA,NA
"GIN",1985,"Rice",5246889276974.97,NA,NA
"GIN",1985,"Soya beans",4041425951.66479,NA,NA
"GIN",1985,"Sugar Crops Primary",52953553303.249,NA,NA
"GIN",1985,"Sunflower seed",0,NA,NA
"GIN",1986,"Groundnuts, excluding shelled",1459371852971.02,NA,NA
"GIN",1986,"Maize (corn)",1480923475168.74,191111100,7749.01863454679
"GIN",1986,"Pulses, Total",636474862162.662,NA,NA
"GIN",1986,"Rape or colza seed",0,NA,NA
"GIN",1986,"Rice",5227609234931.94,NA,NA
"GIN",1986,"Soya beans",3975927841.71128,NA,NA
"GIN",1986,"Sugar Crops Primary",51716813343.283,NA,NA
"GIN",1986,"Sunflower seed",0,NA,NA
"GIN",1987,"Groundnuts, excluding shelled",1507335157579.07,NA,NA
"GIN",1987,"Maize (corn)",1529372818266.21,1.61e+08,9499.21005134291
"GIN",1987,"Pulses, Total",673450393828.802,NA,NA
"GIN",1987,"Rape or colza seed",0,NA,NA
"GIN",1987,"Rice",5271927299345.62,NA,NA
"GIN",1987,"Soya beans",3980873536.51594,NA,NA
"GIN",1987,"Sugar Crops Primary",51962535191.7072,NA,NA
"GIN",1987,"Sunflower seed",0,NA,NA
"GIN",1988,"Groundnuts, excluding shelled",1444388346280.62,NA,NA
"GIN",1988,"Maize (corn)",1458023111581.56,184440000,7905.13506604619
"GIN",1988,"Pulses, Total",638458562969.083,NA,NA
"GIN",1988,"Rape or colza seed",0,NA,NA
"GIN",1988,"Rice",5097881173267.96,NA,NA
"GIN",1988,"Soya beans",3811163802.29058,NA,NA
