Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Maldives,MDV,1.180719733,0.125037372,0.679096162,0.411403716,0.408033192,0.224531189,0.082971118,0.027608531,0.362981379,0.534778357,0.667752326
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Mali,MLI,0.240109742,-1.722162127,-1.713988781,-1.682771206,-1.612848759,-1.903490663,-2.084461451,-2.214205742,-2.14628768,-2.332805395,-2.479408979
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Malta,MLT,1.586208701,1.042757869,1.125496984,1.05367744,1.066459775,1.238307238,1.271421313,1.013528109,0.998400986,0.887379706,0.913422585
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Marshall Islands,MHL,..,1.054114819,0.989585757,1.002985954,0.834963679,1.034585953,0.998590291,1.175102472,0.983442307,0.933938026,1.056267262
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Martinique,MTQ,0.486361712,0.626667917,0.913897812,0.961817384,0.975613654,0.98148948,0.955986977,0.752166986,0.604191601,0.630220294,0.636192322
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Mauritania,MRT,0.345234483,-1.014761448,-0.589508355,-0.635684848,-0.748691559,-0.629497826,-0.632418096,-0.562930703,-0.700950503,-0.555529892,-0.507473767
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Mauritius,MUS,0.754748404,0.944801748,0.667965949,0.988632321,0.999218166,0.962364137,0.859399259,0.801905751,0.872974157,0.832465351,0.835721731
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Mexico,MEX,-0.200209871,-0.714223802,-0.853918791,-0.801780105,-0.633718133,-0.806073427,-0.673981011,-0.843628824,-0.791369319,-0.688360929,-0.691959739
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,"Micronesia, Fed. Sts.",FSM,..,1.102858543,0.984550714,1.017171502,1.036456466,1.161632657,1.315120697,1.034340501,1.118729949,1.202114701,1.210484147
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Moldova,MDA,-0.42826128,0.000808572,-0.158987761,-0.32604599,-0.305498779,-0.314989507,-0.402226478,-0.387309909,-0.340128064,-0.205342084,-0.668324411
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Monaco,MCO,..,1.056243896,1.023347855,1.314925075,1.315310597,1.615089536,1.577254295,1.577211499,1.17722559,1.172496915,1.204843044
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Mongolia,MNG,0.821868122,0.491320789,0.791901171,0.711831987,0.7876001,0.783370972,0.831077039,0.636659682,0.717772186,0.705798924,0.533999085
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Montenegro,MNE,..,0.504595459,0.219455272,0.136638209,0.268716216,-0.062578022,0.037592556,0.058016822,-0.061226465,-0.052502058,-0.059176981
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Morocco,MAR,-0.065564901,-0.493017614,-0.446265608,-0.344394982,-0.317617774,-0.3780891,-0.348556757,-0.345829725,-0.359539151,-0.402591288,-0.319889188
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Mozambique,MOZ,-0.125803381,-0.22696647,-0.336002737,-0.516435564,-1.096814632,-0.917248428,-0.833329558,-0.766716242,-1.281614184,-1.259354234,-1.287969947
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Myanmar,MMR,-1.673522592,-1.140372396,-1.087580681,-1.16666913,-0.808124959,-1.084094286,-1.266946793,-1.330458999,-1.511704564,-2.083969355,-2.21174264
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Namibia,NAM,-0.250100613,0.958809972,0.608740628,0.725260258,0.699528992,0.621905208,0.684950054,0.528806627,0.512376428,0.518684864,0.556306064
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Nauru,NRU,..,1.054114819,0.601334393,1.088017941,1.108857036,0.931889772,0.944292486,0.792732,0.776040912,0.787112117,0.880902827
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Nepal,NPL,-1.163825631,-1.129146099,-0.72459954,-0.997430027,-0.846989989,-0.5841012,-0.542416573,-0.452942908,-0.180229142,-0.188807815,-0.251907498
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Netherlands,NLD,1.758681178,1.143815398,1.045115352,0.912540197,0.896933198,0.907122314,0.838097334,0.821221173,0.830863893,0.892923951,0.717304826
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Netherlands Antilles,ANT,..,0.676403522,..,..,..,..,..,..,..,..,..
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,New Zealand,NZL,1.362381816,1.453926563,1.467927575,1.511137605,1.501143336,1.56213212,1.512160897,1.415749431,1.467778444,1.395236254,1.31238234
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Nicaragua,NIC,-0.066172294,-0.249215871,-0.040780123,-0.092195526,-0.095483571,-0.053823207,-0.950931132,-0.992481053,-0.585725188,-0.471998215,-0.348428488
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Niger,NER,0.12496803,-1.321799397,-1.175840497,-1.059703231,-1.10075748,-1.259505153,-1.358237863,-1.404958606,-1.667164683,-1.53848505,-1.472179294
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Nigeria,NGA,-1.455326319,-2.088478327,-2.130276442,-1.921705127,-1.873888969,-1.996716857,-2.097414255,-1.933071136,-1.891961455,-1.787299275,-1.798141479
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Niue,NIU,..,..,..,..,..,..,1.02867043,1.376388192,1.36252892,1.325276494,1.339968085
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,North Macedonia,MKD,-0.614017069,-0.416076392,0.256382942,-0.292592734,-0.355312616,-0.258881122,-0.211983711,0.008093261,0.112023413,0.062417198,0.117590658
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Norway,NOR,1.533282995,1.352091908,1.11995852,1.145620108,1.181620955,1.150700212,1.120635986,1.141986489,1.221518755,1.088475108,0.860958338
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Oman,OMN,1.121424675,0.459530205,0.734907329,0.778052211,0.749765635,0.749311626,0.642036438,0.589168727,0.419728547,0.431887984,0.529911399
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Pakistan,PAK,-1.104804635,-2.603302002,-2.401279211,-2.471883535,-2.473873854,-2.396910429,-2.253884554,-2.251637459,-1.792646289,-1.713656187,-1.900261998
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Palau,PLW,..,1.054114819,0.989585757,0.821486235,0.846926332,1.213737011,1.194799542,1.171670437,1.166012168,1.172233224,1.096862912
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Panama,PAN,0.251223832,-0.141260922,0.209008202,0.37741518,0.400727749,0.380333245,0.252037287,0.290878117,0.235460699,0.307120055,0.297832072
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Papua New Guinea,PNG,-0.207235515,-0.520246863,-0.339367092,-0.41628924,-0.504316509,-0.691195011,-0.656307817,-0.705046415,-0.653707087,-0.576708913,-0.609061778
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Paraguay,PRY,-0.970572591,-0.735861599,-0.08862751,0.035212629,0.134470806,-0.002856044,-0.086801514,-0.018059423,0.016684934,-0.000999591,0.035977952
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Peru,PER,-0.987529457,-0.80573976,-0.550656915,-0.398910075,-0.207934842,-0.263510197,-0.276951969,-0.163659349,-0.357738912,-0.355285466,-0.446338385
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Philippines,PHL,-1.390484333,-1.084253192,-0.713820934,-0.854724228,-1.378690362,-1.189290643,-1.096192241,-0.928045392,-0.778701365,-0.984003067,-0.712976396
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Poland,POL,0.309305251,0.973354995,0.842940807,0.862319052,0.496157646,0.509755135,0.480340898,0.550631166,0.491565287,0.491801322,0.500283241
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Portugal,PRT,1.394764066,0.748763442,0.806274414,0.904212952,0.958625793,1.106168151,1.115095258,1.051632404,1.008653641,0.93725127,0.860719681
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Puerto Rico,PRI,0.259488463,0.249155894,0.819992661,0.847117484,0.67782861,0.481969595,0.273657262,0.142603353,0.435303301,0.487989306,0.543191195
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Qatar,QAT,1.157301426,1.212546468,0.977457762,0.983597457,0.884123743,0.647981882,0.649283886,0.684275627,0.669543803,0.83326143,0.958558142
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Reunion,REU,..,0.423821241,0.257044077,0.263454974,0.290626764,0.293627709,0.237028524,0.209607616,0.198848009,0.226299986,0.260939807
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Romania,ROU,-0.379039526,0.179133072,0.049136128,0.181799337,0.266823202,0.048513539,0.036215875,0.54217118,0.508895397,0.581680298,0.48802197
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Russian Federation,RUS,-1.399242043,-0.73609364,-0.943617463,-1.032223463,-0.947688162,-0.642759621,-0.538375676,-0.551099122,-0.66740942,-0.707901835,-0.91899544
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Rwanda,RWA,-1.69159472,-0.110951617,-0.313469648,0.002518378,-0.066518664,0.078270361,0.101642534,0.056940533,0.069421276,0.071905822,0.030513978
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Samoa,WSM,1.283142328,0.98900789,1.12190485,1.166048288,1.175883532,1.161632657,1.133188844,1.163725734,1.14607358,1.106232166,1.078609109
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,San Marino,SMR,..,1.054114819,0.989585757,1.365985394,1.382750273,1.39288795,1.391008735,1.225839972,1.17722559,1.172496915,1.204843044
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Sao Tome and Principe,STP,1.151199818,0.111840725,0.184183002,0.136271909,0.215979159,0.183460847,0.515797019,0.500569344,0.489546567,0.58509469,0.607801914
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Saudi Arabia,SAU,0.227821603,-0.431784123,-0.285844654,-0.634387195,-0.472771108,-0.649576366,-0.660840631,-0.623455822,-0.650508463,-0.59113127,-0.362989008
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Senegal,SEN,-0.587890506,-0.060722835,-0.198223099,-0.120225243,-0.22595489,-0.055723127,-0.107445858,0.03752597,-0.143128574,-0.179818049,-0.153299466
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Serbia,SRB,-1.643598437,-0.075638093,0.184110776,0.234833032,0.133281603,0.083367333,0.005221334,-0.07809411,-0.170778826,-0.085266188,-0.172904298
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Seychelles,SYC,1.283142328,0.825588942,0.361632437,0.674569547,0.715953171,0.77947253,0.673826814,0.658694148,0.701772809,0.744613945,0.75640434
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Sierra Leone,SLE,-1.868685722,-0.174718276,-0.104039676,-0.106272891,-0.167113155,-0.039427098,-0.088885598,-0.056958809,-0.302403092,-0.097025879,-0.089501671
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Singapore,SGP,1.141111493,1.378178358,1.186271429,1.29889214,1.477468967,1.59912312,1.468008995,1.480305552,1.438414216,1.442324996,1.45994246
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Slovak Republic,SVK,0.663586676,1.119518161,1.039121151,0.865759432,0.708230555,0.902730107,0.736512184,0.667275548,0.633921087,0.617806435,0.443434268
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Slovenia,SVN,0.886789322,0.88225168,0.965773404,0.947492003,0.979141891,0.866364181,0.894077659,0.801483512,0.701404274,0.755461395,0.706639647
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Solomon Islands,SLB,-0.732952654,0.300382704,0.470224828,0.639986575,0.491754383,0.188087985,0.354402095,0.495676666,0.562479496,0.541670024,0.379514664
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Somalia,SOM,-1.948787212,-2.758686543,-2.515828133,-2.370088816,-2.347157955,-2.249909878,-2.248987675,-2.386288404,-2.581385136,-2.727175713,-2.483434439
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,South Africa,ZAF,-0.227864951,-0.046294536,-0.146388963,-0.220544875,-0.149085,-0.284803957,-0.237621993,-0.283249706,-0.252887934,-0.75098139,-0.72211808
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,South Sudan,SSD,..,-1.730328679,-2.646576643,-2.372008324,-2.412496805,-2.446235657,-2.434559584,-2.518343925,-2.191669941,-2.287201405,-2.210053921
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Spain,ESP,0.459468246,0.012017759,0.243121743,0.241160139,0.402214497,0.270845115,0.275779158,0.292700946,0.411397874,0.509131908,0.265326977
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Sri Lanka,LKA,-1.904112697,-0.612895429,-0.330464035,0.083182663,-0.01134005,-0.07544852,-0.139389724,-0.215569809,-0.089156918,-0.376803756,-0.785569847
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,St. Kitts and Nevis,KNA,..,0.958863378,0.572488189,0.564717531,0.606805444,0.628548622,0.677222848,0.700797915,0.929504931,0.949530005,0.943862259
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,St. Lucia,LCA,1.223599792,0.853357732,0.816450417,0.837734759,0.998592257,0.974609792,0.993263125,0.906494319,0.864660144,0.831884623,0.869225919
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,St. Vincent and the Grenadines,VCT,1.223599792,0.853357732,0.816450417,0.987564266,0.998592257,0.871098697,0.822919726,0.937967896,1.03254509,1.040163636,1.043798447
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Sudan,SDN,-2.24417305,-2.193009615,-2.363084555,-2.155153036,-2.331105709,-1.971524239,-1.82177794,-1.696198225,-1.657063961,-1.987572193,-1.998894215
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Suriname,SUR,0.212451234,0.132779226,0.249270841,0.249509305,0.15281789,0.119800709,0.058161013,0.087626666,0.418793023,0.348301739,0.396292031
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Sweden,SWE,1.391772032,1.127778053,1.065414786,0.932670474,1.000782132,0.968601584,0.92122525,1.011769652,0.99729985,1.014362812,0.902623057
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Switzerland,CHE,1.578812003,1.401140213,1.402652621,1.326494217,1.28985405,1.242314816,1.319249392,1.310838223,1.17615521,1.115222096,1.161139727
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Syrian Arab Republic,SYR,-0.180450946,-2.681142807,-2.74882412,-2.965176821,-2.906036139,-2.612917662,-2.736278534,-2.730331182,-2.71175766,-2.65949297,-2.79725194
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,"Taiwan, China",TWN,0.537106693,0.873134315,0.766413093,0.91313535,0.914119124,0.858921409,0.84186697,0.788220286,0.755755544,0.766792595,0.754162133
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Tajikistan,TJK,-1.647763491,-1.182374001,-0.693340778,-0.88231802,-0.78061831,-0.674310863,-0.747738957,-0.512072921,-0.500084043,-0.676817954,-0.694840014
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Tanzania,TZA,-0.701925755,-0.162120849,-0.597118556,-0.423460692,-0.448246777,-0.570162177,-0.580516219,-0.388441443,-0.480818123,-0.335592777,-0.265859962
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Thailand,THA,0.454958707,-1.311682701,-0.906386316,-0.995044947,-0.991300225,-0.754879355,-0.799434543,-0.491420507,-0.578276575,-0.568726182,-0.383099318
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Timor-Leste,TLS,0.440978795,-0.384680241,-0.179694876,-0.27170971,-0.017668042,0.06638208,0.233176738,0.243016809,0.197355658,0.19231537,0.273400307
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Togo,TGO,-0.290849715,-0.35371083,-0.167126864,-0.232123047,-0.175117105,-0.874444485,-0.88600421,-0.908243716,-0.890690088,-0.695711434,-0.711050153
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Tonga,TON,..,0.935446382,0.84719646,0.868294656,0.897029459,0.771566808,0.833516359,1.037786126,1.089008689,1.078965783,1.114246726
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Trinidad and Tobago,TTO,0.153456092,0.093686096,0.247864336,0.279361039,0.27725777,0.269298404,0.230616614,0.081537127,0.110377036,0.239029333,0.357974648
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Tunisia,TUN,0.321114898,-0.902563274,-0.851661503,-0.960177004,-1.139722347,-1.02349031,-0.86821872,-0.877072871,-0.594331145,-0.756551445,-0.596295178
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Turkiye,TUR,-0.80017364,-1.249932528,-1.086035967,-1.495309711,-2.007214785,-1.786375403,-1.315165997,-1.3781358,-1.143863201,-1.13676095,-1.039865017
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Turkmenistan,TKM,0.008447062,0.2490955,0.074206032,-0.089571141,-0.195148066,-0.128823504,-0.012979328,-0.178149864,-0.201663822,-0.332011014,-0.100280806
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Tuvalu,TUV,..,1.28392601,1.299327254,1.365985394,1.382750273,1.213737011,1.391008735,1.171670437,1.218199253,1.267683268,1.184532285
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Uganda,UGA,-1.248379588,-0.838690639,-0.941126168,-0.804575801,-0.718276322,-0.569948792,-0.701724708,-0.694264531,-0.811034501,-0.937743247,-0.807034194
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Ukraine,UKR,-0.409486443,-0.77728498,-2.020833492,-1.95953238,-1.853331923,-1.867416739,-1.872089386,-1.428326726,-1.16391623,-1.126953006,-1.997604966
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,United Arab Emirates,ARE,0.975434422,0.894792199,0.768908918,0.748049259,0.549646139,0.601948619,0.689086735,0.667445123,0.592546582,0.597461224,0.700785339
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,United Kingdom,GBR,1.033105731,0.486201435,0.415347636,0.503706396,0.347932637,0.380708188,0.077564575,0.52747041,0.481457025,0.489892125,0.503939092
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,United States,USA,1.082809091,0.643072605,0.582419634,0.662890196,0.385635316,0.262201786,0.386042565,0.117876664,-0.026929064,-0.014877876,-0.036005028
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Uruguay,URY,0.929349542,0.804738224,0.991879582,0.994889319,1.048521757,1.040090799,1.023943424,1.028179169,1.054884791,1.045823932,1.095464587
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Uzbekistan,UZB,-1.301950455,-0.53607899,-0.273108631,-0.374532461,-0.280753702,-0.244979039,-0.304469526,-0.29666546,-0.436710477,-0.252974153,-0.19621487
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Vanuatu,VUT,1.223599792,1.160386682,0.636045277,0.458486795,0.48971042,0.676284015,0.802380979,1.00210762,0.882424951,0.900379121,0.9496755
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,"Venezuela, RB",VEN,-0.758916974,-1.077632427,-0.852002203,-0.97167027,-1.022976637,-1.25151372,-1.351442456,-1.539181471,-1.55198741,-1.45388782,-1.256462216
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Vietnam,VNM,0.408773571,0.250577271,-0.022347357,0.063808225,0.226832524,0.211421594,0.032742601,0.03891024,-0.038535811,-0.118189707,-0.030564662
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Virgin Islands (U.S.),VIR,..,0.846709192,1.164254904,1.220001817,0.975613654,0.98148948,0.955986977,1.051399589,1.00336504,0.476192206,0.563698709
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,West Bank and Gaza,PSE,-1.574412584,-1.778823495,-1.985010862,-2.154096127,-1.970878363,-1.650645375,-1.804794073,-1.88934803,-2.01818037,-1.836833954,-1.817886233
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,"Yemen, Rep.",YEM,-1.145441294,-2.3748281,-2.665575027,-2.668016195,-2.784488678,-2.934315443,-2.996031046,-2.770873785,-2.647646427,-2.580309629,-2.476880312
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Zambia,ZMB,0.03572033,0.435933292,0.156212017,0.144709781,0.132928282,0.142042592,0.082525499,-0.11702957,-0.131005377,0.052347746,0.102313563
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Zimbabwe,ZWE,-1.318817854,-0.665949762,-0.713570178,-0.619207263,-0.620809734,-0.710430861,-0.721038401,-0.943286121,-1.052728176,-0.954425931,-0.884499907
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Data from database: Worldwide Governance Indicators,,,,,,,,,,,,,,
Last Updated: 09/29/2023,,,,,,,,,,,,,,
